code,browser,b&w,apple,andr,twit,wind,gmail,name,annotations
1f600,images/1f600_browser.png,images/1f600_bw.png,images/1f600_apple.png,images/1f600_andr.png,images/1f600_twit.png,images/1f600_wind.png,missing,grinning face,face;grin;person
1f601,images/1f601_browser.png,images/1f601_bw.png,images/1f601_apple.png,images/1f601_andr.png,images/1f601_twit.png,images/1f601_wind.png,images/1f601_gmail.png,grinning face with smiling eyes,eye;face;grin;person;smile
1f602,images/1f602_browser.png,images/1f602_bw.png,images/1f602_apple.png,images/1f602_andr.png,images/1f602_twit.png,images/1f602_wind.png,missing,face with tears of joy,face;joy;person;tear
1f603,images/1f603_browser.png,images/1f603_bw.png,images/1f603_apple.png,images/1f603_andr.png,images/1f603_twit.png,images/1f603_wind.png,images/1f603_gmail.png,smiling face with open mouth,face;mouth;open;person;smile
1f604,images/1f604_browser.png,images/1f604_bw.png,images/1f604_apple.png,images/1f604_andr.png,images/1f604_twit.png,images/1f604_wind.png,missing,smiling face with open mouth and smiling eyes,eye;face;mouth;open;person;smile
1f605,images/1f605_browser.png,images/1f605_bw.png,images/1f605_apple.png,images/1f605_andr.png,images/1f605_twit.png,images/1f605_wind.png,images/1f605_gmail.png,smiling face with open mouth and cold sweat,cold;face;open;person;smile;sweat
1f606,images/1f606_browser.png,images/1f606_bw.png,images/1f606_apple.png,images/1f606_andr.png,images/1f606_twit.png,images/1f606_wind.png,images/1f606_gmail.png,smiling face with open mouth and tightly-closed eyes,face;laugh;mouth;open;person;satisfied;smile
1f609,images/1f609_browser.png,images/1f609_bw.png,images/1f609_apple.png,images/1f609_andr.png,images/1f609_twit.png,images/1f609_wind.png,images/1f609_gmail.png,winking face,face;person;wink
1f60a,images/1f60a_browser.png,images/1f60a_bw.png,images/1f60a_apple.png,images/1f60a_andr.png,images/1f60a_twit.png,images/1f60a_wind.png,missing,smiling face with smiling eyes,blush;eye;face;person;smile
1f60b,images/1f60b_browser.png,images/1f60b_bw.png,images/1f60b_apple.png,images/1f60b_andr.png,images/1f60b_twit.png,images/1f60b_wind.png,images/1f60b_gmail.png,face savouring delicious food,delicious;face;food;person;savouring;smile;um;yum
1f60e,images/1f60e_browser.png,images/1f60e_bw.png,images/1f60e_apple.png,images/1f60e_andr.png,images/1f60e_twit.png,images/1f60e_wind.png,missing,smiling face with sunglasses,bright;cool;eye;eyewear;face;glasses;person;smile;sun;sunglasses;weather
1f60d,images/1f60d_browser.png,images/1f60d_bw.png,images/1f60d_apple.png,images/1f60d_andr.png,images/1f60d_twit.png,images/1f60d_wind.png,images/1f60d_gmail.png,smiling face with heart-shaped eyes,eye;face;heart;love;person;smile
1f618,images/1f618_browser.png,images/1f618_bw.png,images/1f618_apple.png,images/1f618_andr.png,images/1f618_twit.png,images/1f618_wind.png,missing,face throwing a kiss,face;heart;kiss;person
1f617,images/1f617_browser.png,images/1f617_bw.png,images/1f617_apple.png,images/1f617_andr.png,images/1f617_twit.png,missing,missing,kissing face,face;kiss;person
1f619,images/1f619_browser.png,images/1f619_bw.png,images/1f619_apple.png,images/1f619_andr.png,images/1f619_twit.png,missing,missing,kissing face with smiling eyes,eye;face;kiss;person;smile
1f61a,images/1f61a_browser.png,images/1f61a_bw.png,images/1f61a_apple.png,images/1f61a_andr.png,images/1f61a_twit.png,images/1f61a_wind.png,missing,kissing face with closed eyes,closed;eye;face;kiss;person
263a,images/263a_browser.png,images/263a_bw.png,images/263a_apple.png,images/263a_andr.png,images/263a_twit.png,images/263a_wind.png,missing,white smiling face,face;outlined;person;relaxed;smile
1f642,images/1f642_browser.png,images/1f642_bw.png,missing,missing,images/1f642_twit.png,images/1f642_wind.png,missing,slightly smiling face,face;person;smile
1f917,images/1f917_browser.png,images/1f917_bw.png,missing,missing,missing,missing,missing,hugging face,face;hug;hugging;person
1f607,images/1f607_browser.png,images/1f607_bw.png,images/1f607_apple.png,images/1f607_andr.png,images/1f607_twit.png,missing,missing,smiling face with halo,angel;face;fairy tale;fantasy;halo;innocent;person;smile
1f914,images/1f914_browser.png,images/1f914_bw.png,missing,missing,missing,missing,missing,thinking face,face;person;thinking
1f610,images/1f610_browser.png,images/1f610_bw.png,images/1f610_apple.png,images/1f610_andr.png,images/1f610_twit.png,missing,missing,neutral face,deadpan;face;neutral;person
1f611,images/1f611_browser.png,images/1f611_bw.png,images/1f611_apple.png,images/1f611_andr.png,images/1f611_twit.png,missing,missing,expressionless face,expressionless;face;inexpressive;person;unexpressive
1f636,images/1f636_browser.png,images/1f636_bw.png,images/1f636_apple.png,images/1f636_andr.png,images/1f636_twit.png,missing,missing,face without mouth,face;mouth;person;quiet;silent
1f644,images/1f644_browser.png,images/1f644_bw.png,missing,missing,missing,missing,missing,face with rolling eyes,eyes;face;person;rolling
1f60f,images/1f60f_browser.png,images/1f60f_bw.png,images/1f60f_apple.png,images/1f60f_andr.png,images/1f60f_twit.png,images/1f60f_wind.png,images/1f60f_gmail.png,smirking face,face;person;smirk
1f623,images/1f623_browser.png,images/1f623_bw.png,images/1f623_apple.png,images/1f623_andr.png,images/1f623_twit.png,images/1f623_wind.png,images/1f623_gmail.png,persevering face,face;persevere;person
1f625,images/1f625_browser.png,images/1f625_bw.png,images/1f625_apple.png,images/1f625_andr.png,images/1f625_twit.png,images/1f625_wind.png,missing,disappointed but relieved face,disappointed;face;person;relieved;whew
1f62e,images/1f62e_browser.png,images/1f62e_bw.png,images/1f62e_apple.png,images/1f62e_andr.png,images/1f62e_twit.png,missing,missing,face with open mouth,face;mouth;open;person;sympathy
1f910,images/1f910_browser.png,images/1f910_bw.png,missing,missing,missing,missing,missing,zipper-mouth face,face;mouth;person;zipper
1f62f,images/1f62f_browser.png,images/1f62f_bw.png,images/1f62f_apple.png,images/1f62f_andr.png,images/1f62f_twit.png,missing,missing,hushed face,face;hushed;person;stunned;surprised
1f62a,images/1f62a_browser.png,images/1f62a_bw.png,images/1f62a_apple.png,images/1f62a_andr.png,images/1f62a_twit.png,images/1f62a_wind.png,missing,sleepy face,face;person;sleep
1f62b,images/1f62b_browser.png,images/1f62b_bw.png,images/1f62b_apple.png,images/1f62b_andr.png,images/1f62b_twit.png,images/1f62b_wind.png,missing,tired face,face;person;tired
1f634,images/1f634_browser.png,images/1f634_bw.png,images/1f634_apple.png,images/1f634_andr.png,images/1f634_twit.png,missing,missing,sleeping face,face;person;sleep;zzz
1f60c,images/1f60c_browser.png,images/1f60c_bw.png,images/1f60c_apple.png,images/1f60c_andr.png,images/1f60c_twit.png,images/1f60c_wind.png,images/1f60c_gmail.png,relieved face,face;person;relieved
1f913,images/1f913_browser.png,images/1f913_bw.png,missing,missing,missing,missing,missing,nerd face,face;geek;nerd;person
1f61b,images/1f61b_browser.png,images/1f61b_bw.png,images/1f61b_apple.png,images/1f61b_andr.png,images/1f61b_twit.png,missing,missing,face with stuck-out tongue,face;person;tongue
1f61c,images/1f61c_browser.png,images/1f61c_bw.png,images/1f61c_apple.png,images/1f61c_andr.png,images/1f61c_twit.png,images/1f61c_wind.png,images/1f61c_gmail.png,face with stuck-out tongue and winking eye,eye;face;joke;person;tongue;wink
1f61d,images/1f61d_browser.png,images/1f61d_bw.png,images/1f61d_apple.png,images/1f61d_andr.png,images/1f61d_twit.png,images/1f61d_wind.png,missing,face with stuck-out tongue and tightly-closed eyes,eye;face;horrible;person;taste;tongue
2639,images/2639_browser.png,images/2639_bw.png,missing,missing,images/2639_twit.png,missing,missing,white frowning face,face;frown;person
1f641,images/1f641_browser.png,images/1f641_bw.png,missing,missing,images/1f641_twit.png,missing,missing,slightly frowning face,face;frown;person
1f612,images/1f612_browser.png,images/1f612_bw.png,images/1f612_apple.png,images/1f612_andr.png,images/1f612_twit.png,images/1f612_wind.png,images/1f612_gmail.png,unamused face,face;person;unamused;unhappy
1f613,images/1f613_browser.png,images/1f613_bw.png,images/1f613_apple.png,images/1f613_andr.png,images/1f613_twit.png,images/1f613_wind.png,images/1f613_gmail.png,face with cold sweat,cold;face;person;sweat
1f614,images/1f614_browser.png,images/1f614_bw.png,images/1f614_apple.png,images/1f614_andr.png,images/1f614_twit.png,images/1f614_wind.png,images/1f614_gmail.png,pensive face,dejected;face;pensive;person
1f615,images/1f615_browser.png,images/1f615_bw.png,images/1f615_apple.png,images/1f615_andr.png,images/1f615_twit.png,images/1f615_wind.png,missing,confused face,confused;face;person
1f616,images/1f616_browser.png,images/1f616_bw.png,images/1f616_apple.png,images/1f616_andr.png,images/1f616_twit.png,images/1f616_wind.png,images/1f616_gmail.png,confounded face,confounded;face;person
1f643,images/1f643_browser.png,images/1f643_bw.png,missing,missing,missing,missing,missing,upside-down face,face;person;upside-down
1f637,images/1f637_browser.png,images/1f637_bw.png,images/1f637_apple.png,images/1f637_andr.png,images/1f637_twit.png,images/1f637_wind.png,missing,face with medical mask,cold;doctor;face;mask;medicine;person;sick
1f912,images/1f912_browser.png,images/1f912_bw.png,missing,missing,missing,missing,missing,face with thermometer,face;ill;person;sick;thermometer
1f915,images/1f915_browser.png,images/1f915_bw.png,missing,missing,missing,missing,missing,face with head-bandage,bandage;face;hurt;injury;person
1f911,images/1f911_browser.png,images/1f911_bw.png,missing,missing,missing,missing,missing,money-mouth face,face;money;mouth;person
1f632,images/1f632_browser.png,images/1f632_bw.png,images/1f632_apple.png,images/1f632_andr.png,images/1f632_twit.png,images/1f632_wind.png,missing,astonished face,astonished;face;person;shocked;totally
1f61e,images/1f61e_browser.png,images/1f61e_bw.png,images/1f61e_apple.png,images/1f61e_andr.png,images/1f61e_twit.png,images/1f61e_wind.png,images/1f61e_gmail.png,disappointed face,disappointed;face;person
1f61f,images/1f61f_browser.png,images/1f61f_bw.png,images/1f61f_apple.png,images/1f61f_andr.png,images/1f61f_twit.png,images/1f61f_wind.png,missing,worried face,face;person;worried
1f624,images/1f624_browser.png,images/1f624_bw.png,images/1f624_apple.png,images/1f624_andr.png,images/1f624_twit.png,images/1f624_wind.png,missing,face with look of triumph,face;person;triumph;won
1f622,images/1f622_browser.png,images/1f622_bw.png,images/1f622_apple.png,images/1f622_andr.png,images/1f622_twit.png,images/1f622_wind.png,images/1f622_gmail.png,crying face,cry;face;person;sad;tear
1f62d,images/1f62d_browser.png,images/1f62d_bw.png,images/1f62d_apple.png,images/1f62d_andr.png,images/1f62d_twit.png,images/1f62d_wind.png,images/1f62d_gmail.png,loudly crying face,cry;face;person;sad;sob;tear
1f626,images/1f626_browser.png,images/1f626_bw.png,images/1f626_apple.png,images/1f626_andr.png,images/1f626_twit.png,missing,missing,frowning face with open mouth,face;frown;mouth;open;person
1f627,images/1f627_browser.png,images/1f627_bw.png,images/1f627_apple.png,images/1f627_andr.png,images/1f627_twit.png,missing,missing,anguished face,anguished;face;person
1f628,images/1f628_browser.png,images/1f628_bw.png,images/1f628_apple.png,images/1f628_andr.png,images/1f628_twit.png,images/1f628_wind.png,missing,fearful face,face;fear;fearful;person;scared
1f629,images/1f629_browser.png,images/1f629_bw.png,images/1f629_apple.png,images/1f629_andr.png,images/1f629_twit.png,images/1f629_wind.png,missing,weary face,face;person;tired;weary
1f62c,images/1f62c_browser.png,images/1f62c_bw.png,images/1f62c_apple.png,images/1f62c_andr.png,images/1f62c_twit.png,missing,missing,grimacing face,face;grimace;person
1f630,images/1f630_browser.png,images/1f630_bw.png,images/1f630_apple.png,images/1f630_andr.png,images/1f630_twit.png,images/1f630_wind.png,missing,face with open mouth and cold sweat,blue;cold;face;mouth;open;person;rushed;sweat
1f631,images/1f631_browser.png,images/1f631_bw.png,images/1f631_apple.png,images/1f631_andr.png,images/1f631_twit.png,images/1f631_wind.png,images/1f631_gmail.png,face screaming in fear,face;fear;fearful;munch;person;scared;scream
1f633,images/1f633_browser.png,images/1f633_bw.png,images/1f633_apple.png,images/1f633_andr.png,images/1f633_twit.png,images/1f633_wind.png,missing,flushed face,dazed;face;flushed;person
1f635,images/1f635_browser.png,images/1f635_bw.png,images/1f635_apple.png,images/1f635_andr.png,images/1f635_twit.png,images/1f635_wind.png,images/1f635_gmail.png,dizzy face,dizzy;face;person
1f621,images/1f621_browser.png,images/1f621_bw.png,images/1f621_apple.png,images/1f621_andr.png,images/1f621_twit.png,images/1f621_wind.png,images/1f621_gmail.png,pouting face,angry;face;mad;person;pouting;rage;red
1f620,images/1f620_browser.png,images/1f620_bw.png,images/1f620_apple.png,images/1f620_andr.png,images/1f620_twit.png,images/1f620_wind.png,images/1f620_gmail.png,angry face,angry;face;mad;person
1f608,images/1f608_browser.png,images/1f608_bw.png,images/1f608_apple.png,images/1f608_andr.png,images/1f608_twit.png,missing,missing,smiling face with horns,face;fairy tale;fantasy;horns;person;smile
1f47f,images/1f47f_browser.png,images/1f47f_bw.png,images/1f47f_apple.png,images/1f47f_andr.png,images/1f47f_twit.png,images/1f47f_wind.png,missing,imp,devil;face;fairy tale;fantasy;imp;person
1f479,images/1f479_browser.png,images/1f479_bw.png,images/1f479_apple.png,images/1f479_andr.png,images/1f479_twit.png,images/1f479_wind.png,missing,japanese ogre,creature;face;fairy tale;fantasy;japanese;monster;ogre;person
1f47a,images/1f47a_browser.png,images/1f47a_bw.png,images/1f47a_apple.png,images/1f47a_andr.png,images/1f47a_twit.png,images/1f47a_wind.png,missing,japanese goblin,creature;face;fairy tale;fantasy;goblin;japanese;monster;person
1f480,images/1f480_browser.png,images/1f480_bw.png,images/1f480_apple.png,images/1f480_andr.png,images/1f480_twit.png,images/1f480_wind.png,missing,skull,body;death;face;fairy tale;monster;person;skull
2620,images/2620_browser.png,images/2620_bw.png,missing,missing,missing,missing,missing,skull and crossbones,body;crossbones;death;face;monster;person;skull
1f47b,images/1f47b_browser.png,images/1f47b_bw.png,images/1f47b_apple.png,images/1f47b_andr.png,images/1f47b_twit.png,images/1f47b_wind.png,missing,ghost,creature;face;fairy tale;fantasy;ghost;monster;person
1f47d,images/1f47d_browser.png,images/1f47d_bw.png,images/1f47d_apple.png,images/1f47d_andr.png,images/1f47d_twit.png,images/1f47d_wind.png,missing,extraterrestrial alien,alien;creature;extraterrestrial;face;fairy tale;fantasy;monster;nature;person;space;ufo
1f47e,images/1f47e_browser.png,images/1f47e_bw.png,images/1f47e_apple.png,images/1f47e_andr.png,images/1f47e_twit.png,images/1f47e_wind.png,missing,alien monster,alien;creature;extraterrestrial;face;fairy tale;fantasy;monster;nature;person;space;ufo
1f916,images/1f916_browser.png,images/1f916_bw.png,missing,missing,missing,missing,missing,robot face,face;monster;person;robot
1f4a9,images/1f4a9_browser.png,images/1f4a9_bw.png,images/1f4a9_apple.png,images/1f4a9_andr.png,images/1f4a9_twit.png,images/1f4a9_wind.png,missing,pile of poo,comic;dung;face;monster;nature;object;poo;poop
1f63a,images/1f63a_browser.png,images/1f63a_bw.png,images/1f63a_apple.png,images/1f63a_andr.png,images/1f63a_twit.png,images/1f63a_wind.png,missing,smiling cat face with open mouth,animal;cat;face;mouth;nature;open;smile
1f638,images/1f638_browser.png,images/1f638_bw.png,images/1f638_apple.png,images/1f638_andr.png,images/1f638_twit.png,images/1f638_wind.png,missing,grinning cat face with smiling eyes,animal;cat;eye;face;grin;nature;smile
1f639,images/1f639_browser.png,images/1f639_bw.png,images/1f639_apple.png,images/1f639_andr.png,images/1f639_twit.png,images/1f639_wind.png,missing,cat face with tears of joy,animal;cat;face;joy;nature;tear
1f63b,images/1f63b_browser.png,images/1f63b_bw.png,images/1f63b_apple.png,images/1f63b_andr.png,images/1f63b_twit.png,images/1f63b_wind.png,missing,smiling cat face with heart-shaped eyes,animal;cat;eye;face;heart;love;nature;smile
1f63c,images/1f63c_browser.png,images/1f63c_bw.png,images/1f63c_apple.png,images/1f63c_andr.png,images/1f63c_twit.png,images/1f63c_wind.png,missing,cat face with wry smile,animal;cat;face;ironic;nature;smile;wry
1f63d,images/1f63d_browser.png,images/1f63d_bw.png,images/1f63d_apple.png,images/1f63d_andr.png,images/1f63d_twit.png,images/1f63d_wind.png,missing,kissing cat face with closed eyes,animal;cat;eye;face;kiss;nature
1f640,images/1f640_browser.png,images/1f640_bw.png,images/1f640_apple.png,images/1f640_andr.png,images/1f640_twit.png,images/1f640_wind.png,missing,weary cat face,animal;cat;face;nature;oh;surprised;weary
1f63f,images/1f63f_browser.png,images/1f63f_bw.png,images/1f63f_apple.png,images/1f63f_andr.png,images/1f63f_twit.png,images/1f63f_wind.png,missing,crying cat face,animal;cat;cry;face;nature;sad;tear
1f63e,images/1f63e_browser.png,images/1f63e_bw.png,images/1f63e_apple.png,images/1f63e_andr.png,images/1f63e_twit.png,images/1f63e_wind.png,missing,pouting cat face,animal;cat;face;nature;pouting
1f648,images/1f648_browser.png,images/1f648_bw.png,images/1f648_apple.png,images/1f648_andr.png,images/1f648_twit.png,images/1f648_wind.png,missing,see-no-evil monkey,animal;evil;face;forbidden;gesture;monkey;nature;no;not;prohibited;see
1f649,images/1f649_browser.png,images/1f649_bw.png,images/1f649_apple.png,images/1f649_andr.png,images/1f649_twit.png,images/1f649_wind.png,missing,hear-no-evil monkey,animal;evil;face;forbidden;gesture;hear;monkey;nature;no;not;prohibited
1f64a,images/1f64a_browser.png,images/1f64a_bw.png,images/1f64a_apple.png,images/1f64a_andr.png,images/1f64a_twit.png,images/1f64a_wind.png,missing,speak-no-evil monkey,animal;evil;face;forbidden;gesture;monkey;nature;no;not;prohibited;speak
1f466,images/1f466_browser.png,images/1f466_bw.png,images/1f466_apple.png,images/1f466_andr.png,images/1f466_twit.png,images/1f466_wind.png,missing,boy,boy;person
1f467,images/1f467_browser.png,images/1f467_bw.png,images/1f467_apple.png,images/1f467_andr.png,images/1f467_twit.png,images/1f467_wind.png,missing,girl,girl;maiden;person;virgin;virgo;zodiac
1f468,images/1f468_browser.png,images/1f468_bw.png,images/1f468_apple.png,images/1f468_andr.png,images/1f468_twit.png,images/1f468_wind.png,missing,man,man;person
1f469,images/1f469_browser.png,images/1f469_bw.png,images/1f469_apple.png,images/1f469_andr.png,images/1f469_twit.png,images/1f469_wind.png,missing,woman,person;woman
1f474,images/1f474_browser.png,images/1f474_bw.png,images/1f474_apple.png,images/1f474_andr.png,images/1f474_twit.png,images/1f474_wind.png,missing,older man,man;old;person
1f475,images/1f475_browser.png,images/1f475_bw.png,images/1f475_apple.png,images/1f475_andr.png,images/1f475_twit.png,images/1f475_wind.png,missing,older woman,old;person;woman
1f476,images/1f476_browser.png,images/1f476_bw.png,images/1f476_apple.png,images/1f476_andr.png,images/1f476_twit.png,images/1f476_wind.png,missing,baby,baby;person
1f471,images/1f471_browser.png,images/1f471_bw.png,images/1f471_apple.png,images/1f471_andr.png,images/1f471_twit.png,images/1f471_wind.png,missing,person with blond hair,blond;person
1f46e,images/1f46e_browser.png,images/1f46e_bw.png,images/1f46e_apple.png,images/1f46e_andr.png,images/1f46e_twit.png,images/1f46e_wind.png,missing,police officer,cop;officer;person;police
1f472,images/1f472_browser.png,images/1f472_bw.png,images/1f472_apple.png,images/1f472_andr.png,images/1f472_twit.png,images/1f472_wind.png,missing,man with gua pi mao,gua pi mao;hat;man;person
1f473,images/1f473_browser.png,images/1f473_bw.png,images/1f473_apple.png,images/1f473_andr.png,images/1f473_twit.png,images/1f473_wind.png,missing,man with turban,man;person;turban
1f477,images/1f477_browser.png,images/1f477_bw.png,images/1f477_apple.png,images/1f477_andr.png,images/1f477_twit.png,images/1f477_wind.png,missing,construction worker,construction;hat;person;worker
26d1,images/26d1_browser.png,images/26d1_bw.png,missing,missing,missing,missing,missing,helmet with white cross,aid;cross;face;hat;helmet;person
1f478,images/1f478_browser.png,images/1f478_bw.png,images/1f478_apple.png,images/1f478_andr.png,images/1f478_twit.png,images/1f478_wind.png,missing,princess,fairy tale;fantasy;person;princess
1f482,images/1f482_browser.png,images/1f482_bw.png,images/1f482_apple.png,images/1f482_andr.png,images/1f482_twit.png,images/1f482_wind.png,missing,guardsman,guard;guardsman;person
1f575,images/1f575_browser.png,images/1f575_bw.png,missing,missing,missing,missing,missing,sleuth or spy,person;sleuth;spy
1f385,images/1f385_browser.png,images/1f385_bw.png,images/1f385_apple.png,images/1f385_andr.png,images/1f385_twit.png,images/1f385_wind.png,missing,father christmas,activity;celebration;christmas;fairy tale;fantasy;father;person;santa
1f47c,images/1f47c_browser.png,images/1f47c_bw.png,images/1f47c_apple.png,images/1f47c_andr.png,images/1f47c_twit.png,images/1f47c_wind.png,missing,baby angel,angel;baby;face;fairy tale;fantasy;person
1f46f,images/1f46f_browser.png,images/1f46f_bw.png,images/1f46f_apple.png,images/1f46f_andr.png,images/1f46f_twit.png,images/1f46f_wind.png,missing,woman with bunny ears,bunny;dancer;ear;girl;person;woman
1f486,images/1f486_browser.png,images/1f486_bw.png,images/1f486_apple.png,images/1f486_andr.png,images/1f486_twit.png,images/1f486_wind.png,missing,face massage,massage;person;salon
1f487,images/1f487_browser.png,images/1f487_bw.png,images/1f487_apple.png,images/1f487_andr.png,images/1f487_twit.png,images/1f487_wind.png,missing,haircut,barber;beauty;haircut;parlor;person
1f470,images/1f470_browser.png,images/1f470_bw.png,images/1f470_apple.png,images/1f470_andr.png,images/1f470_twit.png,images/1f470_wind.png,missing,bride with veil,bride;person;veil;wedding
1f64d,images/1f64d_browser.png,images/1f64d_bw.png,images/1f64d_apple.png,images/1f64d_andr.png,images/1f64d_twit.png,images/1f64d_wind.png,missing,person frowning,frown;gesture;person
1f64e,images/1f64e_browser.png,images/1f64e_bw.png,images/1f64e_apple.png,images/1f64e_andr.png,images/1f64e_twit.png,images/1f64e_wind.png,missing,person with pouting face,gesture;person;pouting
1f645,images/1f645_browser.png,images/1f645_bw.png,images/1f645_apple.png,images/1f645_andr.png,images/1f645_twit.png,images/1f645_wind.png,missing,face with no good gesture,forbidden;gesture;hand;no;not;person;prohibited
1f646,images/1f646_browser.png,images/1f646_bw.png,images/1f646_apple.png,images/1f646_andr.png,images/1f646_twit.png,images/1f646_wind.png,missing,face with ok gesture,gesture;hand;ok;person
1f481,images/1f481_browser.png,images/1f481_bw.png,images/1f481_apple.png,images/1f481_andr.png,images/1f481_twit.png,images/1f481_wind.png,missing,information desk person,hand;help;information;person;sassy
1f64b,images/1f64b_browser.png,images/1f64b_bw.png,images/1f64b_apple.png,images/1f64b_andr.png,images/1f64b_twit.png,images/1f64b_wind.png,missing,happy person raising one hand,gesture;hand;happy;person;raised
1f647,images/1f647_browser.png,images/1f647_bw.png,images/1f647_apple.png,images/1f647_andr.png,images/1f647_twit.png,images/1f647_wind.png,missing,person bowing deeply,apology;bow;gesture;person;sorry
1f64c,images/1f64c_browser.png,images/1f64c_bw.png,images/1f64c_apple.png,images/1f64c_andr.png,images/1f64c_twit.png,images/1f64c_wind.png,missing,person raising both hands in celebration,body;celebration;gesture;hand;hooray;person;raised
1f64f,images/1f64f_browser.png,images/1f64f_bw.png,images/1f64f_apple.png,images/1f64f_andr.png,images/1f64f_twit.png,images/1f64f_wind.png,missing,person with folded hands,ask;body;bow;folded;gesture;hand;person;please;pray;thanks
1f5e3,images/1f5e3_browser.png,images/1f5e3_bw.png,missing,missing,missing,missing,missing,speaking head in silhouette,face;head;person;silhouette;speak;speaking
1f464,images/1f464_browser.png,images/1f464_bw.png,images/1f464_apple.png,images/1f464_andr.png,images/1f464_twit.png,images/1f464_wind.png,images/1f464_gmail.png,bust in silhouette,bust;person;silhouette
1f465,images/1f465_browser.png,images/1f465_bw.png,images/1f465_apple.png,images/1f465_andr.png,images/1f465_twit.png,missing,missing,busts in silhouette,bust;person;silhouette
1f6b6,images/1f6b6_browser.png,images/1f6b6_bw.png,images/1f6b6_apple.png,images/1f6b6_andr.png,images/1f6b6_twit.png,images/1f6b6_wind.png,missing,pedestrian,hike;pedestrian;person;walk;walking
1f3c3,images/1f3c3_browser.png,images/1f3c3_bw.png,images/1f3c3_apple.png,images/1f3c3_andr.png,images/1f3c3_twit.png,images/1f3c3_wind.png,images/1f3c3_gmail.png,runner,marathon;person;runner;running
1f483,images/1f483_browser.png,images/1f483_bw.png,images/1f483_apple.png,images/1f483_andr.png,images/1f483_twit.png,images/1f483_wind.png,missing,dancer,dancer;person
1f574,images/1f574_browser.png,images/1f574_bw.png,missing,missing,missing,missing,missing,man in business suit levitating,business;man;person;suit
1f48f,images/1f48f_browser.png,images/1f48f_bw.png,images/1f48f_apple.png,images/1f48f_andr.png,images/1f48f_twit.png,images/1f48f_wind.png,missing,kiss,couple;kiss;person;romance
1f491,images/1f491_browser.png,images/1f491_bw.png,images/1f491_apple.png,images/1f491_andr.png,images/1f491_twit.png,images/1f491_wind.png,missing,couple with heart,couple;heart;love;person;romance
1f46a,images/1f46a_browser.png,images/1f46a_bw.png,images/1f46a_apple.png,images/1f46a_andr.png,images/1f46a_twit.png,images/1f46a_wind.png,missing,family,child;family;father;mother;person
1f46b,images/1f46b_browser.png,images/1f46b_bw.png,images/1f46b_apple.png,images/1f46b_andr.png,images/1f46b_twit.png,images/1f46b_wind.png,missing,man and woman holding hands,couple;hand;hold;man;person;woman
1f46c,images/1f46c_browser.png,images/1f46c_bw.png,images/1f46c_apple.png,images/1f46c_andr.png,images/1f46c_twit.png,missing,missing,two men holding hands,couple;gemini;hand;hold;man;person;twins;zodiac
1f46d,images/1f46d_browser.png,images/1f46d_bw.png,images/1f46d_apple.png,images/1f46d_andr.png,images/1f46d_twit.png,missing,missing,two women holding hands,couple;hand;hold;person;woman
1f3fb,images/1f3fb_browser.png,images/1f3fb_bw.png,missing,missing,images/1f3fb_twit.png,missing,missing,emoji modifier fitzpatrick type-1-2,emoji modifier;fitzpatrick;skin;symbol;tone
1f3fc,images/1f3fc_browser.png,images/1f3fc_bw.png,missing,missing,images/1f3fc_twit.png,missing,missing,emoji modifier fitzpatrick type-3,emoji modifier;fitzpatrick;skin;symbol;tone
1f3fd,images/1f3fd_browser.png,images/1f3fd_bw.png,missing,missing,images/1f3fd_twit.png,missing,missing,emoji modifier fitzpatrick type-4,emoji modifier;fitzpatrick;skin;symbol;tone
1f3fe,images/1f3fe_browser.png,images/1f3fe_bw.png,missing,missing,images/1f3fe_twit.png,missing,missing,emoji modifier fitzpatrick type-5,emoji modifier;fitzpatrick;skin;symbol;tone
1f3ff,images/1f3ff_browser.png,images/1f3ff_bw.png,missing,missing,images/1f3ff_twit.png,missing,missing,emoji modifier fitzpatrick type-6,emoji modifier;fitzpatrick;skin;symbol;tone
1f4aa,images/1f4aa_browser.png,images/1f4aa_bw.png,images/1f4aa_apple.png,images/1f4aa_andr.png,images/1f4aa_twit.png,images/1f4aa_wind.png,missing,flexed biceps,biceps;body;comic;flex;muscle;person
1f448,images/1f448_browser.png,images/1f448_bw.png,images/1f448_apple.png,images/1f448_andr.png,images/1f448_twit.png,images/1f448_wind.png,missing,white left pointing backhand index,backhand;body;finger;hand;index;person;point
1f449,images/1f449_browser.png,images/1f449_bw.png,images/1f449_apple.png,images/1f449_andr.png,images/1f449_twit.png,images/1f449_wind.png,missing,white right pointing backhand index,backhand;body;finger;hand;index;person;point
261d,images/261d_browser.png,images/261d_bw.png,images/261d_apple.png,images/261d_andr.png,images/261d_twit.png,images/261d_wind.png,missing,white up pointing index,body;finger;hand;index;person;point;up
1f446,images/1f446_browser.png,images/1f446_bw.png,images/1f446_apple.png,images/1f446_andr.png,images/1f446_twit.png,images/1f446_wind.png,missing,white up pointing backhand index,backhand;body;finger;hand;index;person;point;up
1f595,images/1f595_browser.png,images/1f595_bw.png,missing,missing,images/1f595_twit.png,missing,missing,reversed hand with middle finger extended,body;finger;hand;middle finger;person
1f447,images/1f447_browser.png,images/1f447_bw.png,images/1f447_apple.png,images/1f447_andr.png,images/1f447_twit.png,images/1f447_wind.png,missing,white down pointing backhand index,backhand;body;down;finger;hand;index;person;point
